trait_level	effect	effect_scope	value
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_missile_resistance	character_to_character_own	20.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_dlc20_effect_healing_cap_modifier	character_to_character_own	50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_healing_cap_zombies	character_to_force_own_factionwide	500.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_unit_health	character_to_character_own	25.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_dlc11_effect_ability_enable_the_ravenous_dead_vmp_zombies	faction_to_force_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_vanhels_danse_macabre_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_ability_effect_range_vanhels_danse_macabre_upgraded	character_to_character_own	50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_force_stat_weapon_strength_zombies	character_to_force_own_factionwide	50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_dlc16_effect_attrition_immunity_plague	general_to_force_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_dlc20_effect_attribute_immune_to_contact_stat_effects	general_to_force_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_force_stat_armour_zombies_crypt_ghouls	general_to_force_own	30.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_ability_effect_range_ghorst_passives	character_to_character_own	35.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_uses_awaken_from_the_grave	character_to_character_own	2.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_ability_effect_range_master_of_the_dead	character_to_character_own	50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_ability_targeting_range_awaken_from_the_dead	character_to_character_own	200.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_ability_enable_master_of_the_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_enable_raise_dead_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_overcast_raise_dead_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_cooldown_invocation_of_nehek_helman	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_overcast_invocation_of_nehek	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek	character_to_character_own	-1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_ability_cooldown_invocation_of_nehek	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_cooldown_vanhels_danse_macabre_helman	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_enable_vanhels_danse_macabre_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_ability_enable_curse_of_undeath	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_cooldown_gaze_of_nagash_helman	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_enable_gaze_of_nagash_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_overcast_gaze_of_nagash	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_miscast_gaze_of_nagash_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_gaze_of_nagash	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_gaze_of_nagash_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_ability_cooldown_gaze_of_nagash	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_cooldown_curse_of_years_helman	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_enable_curse_of_years_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_cooldown_wind_of_death_helman	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_dlc04_effect_ability_enable_wind_of_death_helman	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_miscast_wind_of_death_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_overcast_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death	character_to_character_own	-3.0000
land_encounters_trait_battlefield_hel_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death_upgraded	character_to_character_own	-5.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_ability_cooldown_wind_of_death	character_to_character_own	-50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_dlc10_effect_character_stat_enable_sundering_attacks	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_force_stat_weapon_strength_base	character_to_force_own_alt_text	5.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_force_stat_weapon_strength	character_to_force_own_alt_text	10.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_dlc11_effect_force_stat_missile_damage_sylvanian_units	character_to_force_own_alt_text	15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_dlc11_effect_force_stat_range_sylvanian_units	character_to_force_own_alt_text	15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh3_main_effect_battle_heal_cap_vlad_to_isabella	character_to_force_own_unseen	50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_attribute_enable_strider	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_character_stat_speed	character_to_character_own	15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_dlc17_effect_ability_mod_cooldown_beguilement	character_to_character_own	-33.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_dlc17_effect_ability_upgrade_vlad_dark_majesty	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_enable_curse_of_undeath	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_overcast_invocation_of_nehek	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek	character_to_character_own	-1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_cooldown_invocation_of_nehek	character_to_character_own	-50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_miscast_wind_of_death_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_overcast_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death	character_to_character_own	-3.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death_upgraded	character_to_character_own	-5.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_cooldown_wind_of_death	character_to_character_own	-50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_enable_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_enable_curse_of_years	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_wom_cost_curse_of_years	character_to_character_own	-2.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_cooldown_curse_of_years	character_to_character_own	-50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_enable_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_miscast_raise_dead_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_overcast_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh2_main_effect_ability_uses_raise_dead_raise_dead_upgraded	character_to_character_own	1.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_ability_cooldown_raise_dead	character_to_character_own	-50.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_force_stat_speed	general_to_force_own	16.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	8.0000
land_encounters_trait_battlefield_vlad_vmp_1	wh_main_effect_force_stat_missile_damage	general_to_force_own	8.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_dlc17_effect_ability_mod_cooldown_red_fury_bloodlust	faction_to_character_own	-33.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_force_stat_vigour_loss_reduction	character_to_force_own_alt_text	-33.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_dlc17_vmp_ability_enable_wayfarer__isabella_focus	character_to_force_own_alt_text	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_dlc17_vmp_battle_units_speed_isabella_focus	character_to_force_own_alt_text	30.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_dlc17_vmp_battle_units_leadership_isabella_focus	character_to_force_own_alt_text	8.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_dlc17_vmp_battle_units_melee_attack_isabella_focus	character_to_force_own_alt_text	8.0000
land_encounters_trait_battlefield_isa_vmp_1	wh3_main_effect_battle_heal_cap_isabella_to_vlad	character_to_force_own_unseen	50.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_pro02_effect_force_stat_melee_attack_vampire_heroes	character_to_force_own_alt_text	10.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_pro02_effect_force_stat_melee_defence_vampire_heroes	character_to_force_own_alt_text	10.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_enable_curse_of_undeath	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_overcast_invocation_of_nehek	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek	character_to_character_own	-1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_cooldown_invocation_of_nehek	character_to_character_own	-50.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_miscast_wind_of_death_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_overcast_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death	character_to_character_own	-3.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death_upgraded	character_to_character_own	-5.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_cooldown_wind_of_death	character_to_character_own	-50.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_enable_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_enable_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_miscast_raise_dead_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_overcast_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh2_main_effect_ability_uses_raise_dead_raise_dead_upgraded	character_to_character_own	1.0000
land_encounters_trait_battlefield_isa_vmp_1	wh_main_effect_ability_cooldown_raise_dead	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_greater_arcane_conduit	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_dlc17_effect_bonus_vs_infantry_increase_spooky_units	general_to_force_own	8.0000
land_encounters_trait_battlefield_hei_vmp_1	wh3_main_effect_attribute_devastating_flanker_wraiths	general_to_force_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_dlc17_effect_magic__reduce_wom_cost_vampires_percentage	character_to_character_own	-10.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc17_effect_ability_enable_krell_baseline	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_abilitiy_disable_krell_original	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_krell_0	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_deadly_onslaught_krell_dummy	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_foe_seeker_krell_dummy	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_krell_1	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_dlc17_effect_ability_enable_horrible_regeneration_rank7_spooky_units	general_to_force_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_ability_enable_krell_3	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_character_stat_charge_bonus_add_krell_dummy	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_character_stat_melee_attack_krell_dummy	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_dlc17_effect_ability_enable_krell_upgrade	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_dlc08_effect_abilitiy_disable_krell_3	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_enable_curse_of_undeath	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_overcast_gaze_of_nagash	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_miscast_gaze_of_nagash_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_gaze_of_nagash	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_gaze_of_nagash_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_cooldown_gaze_of_nagash	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_overcast_invocation_of_nehek	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek	character_to_character_own	-1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_cooldown_invocation_of_nehek	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_miscast_wind_of_death_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_overcast_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death	character_to_character_own	-3.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_wind_of_death_upgraded	character_to_character_own	-5.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_cooldown_wind_of_death	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_enable_wind_of_death	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_enable_curse_of_years	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_wom_cost_curse_of_years	character_to_character_own	-2.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_cooldown_curse_of_years	character_to_character_own	-50.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_enable_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_miscast_raise_dead_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_overcast_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh2_main_effect_ability_uses_raise_dead_raise_dead_upgraded	character_to_character_own	1.0000
land_encounters_trait_battlefield_hei_vmp_1	wh_main_effect_ability_cooldown_raise_dead	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc03_effect_ability_enable_the_curse_of_anraheir	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_of_anraheir_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_the_curse_of_anraheir	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_curse_of_anraheir	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_curse_of_anraheir_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc03_effect_ability_cooldown_the_curse_of_anraheir	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_enable_curse_of_undeath	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc08_effect_ability_enable_greater_arcane_conduit	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_invocation_of_nehek	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_cooldown_invocation_of_nehek	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_panns_impenetrable_pelt	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc03_effect_ability_enable_panns_impenetrable_pelt	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_panns_impenetrable_pelt_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_panns_impenetrable_pelt	character_to_character_own	-1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_panns_impenetrable_pelt_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc03_effect_ability_cooldown_panns_impenetrable_pelt	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_the_purple_sun_of_xereus	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_the_purple_sun_of_xereus_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_the_purple_sun_of_xereus	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_the_purple_sun_of_xereus_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_cooldown_the_purple_sun_of_xereus	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_raise_dead	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_raise_dead_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_cooldown_raise_dead	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_miscast_spirit_leech_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_overcast_spirit_leech	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_spirit_leech	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_spirit_leech_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_cooldown_spirit_leech	character_to_character_own	-50.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_dlc11_effect_ability_enable_dark_protection	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_enable_mount_barded_nightmare	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh3_main_effect_winds_of_magic_pooled_resource_change_positive	character_to_force_own_unseen	10.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_enable_mount_hellsteed	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_ability_enable_life-leeching	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek	character_to_character_own	-2.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_uses_raise_dead_raise_dead_upgraded	character_to_character_own	3.0000
land_encounters_trait_battlefield_nec_vmp_1	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_character_stat_miscast	character_to_character_own	-20.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_dlc03_effect_ability_enable_wild_heart	character_to_character_own	1.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_force_stat_melee_defence	general_to_force_own	12.0000
land_encounters_trait_battlefield_nec_vmp_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_missile_resistance	character_to_character_own	15.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_fire_resistance	character_to_character_own	15.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_unit_health	character_to_character_own	4.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	10.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_physical_resistance	character_to_character_own	7.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_attribute_enable_causes_terror	character_to_character_own	1.0000
land_encounters_trait_battlefield_tok_tmb_1	wh_main_effect_character_stat_magic_resistance	character_to_character_own	15.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_main_effect_force_stat_melee_attack_in_desert	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_ability_enable_desertstrike	character_to_character_own	1.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_ability_enable_reanimate_upgraded	character_to_character_own	1.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_ammunition_tmb_skeleton_archer_catapult	general_to_force_own	20.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_missile_damage_tmb_skeleton_archer_catapult	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_armour_tmb_melee_infantry	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_melee_defence_tmb_all_melee_infantry	general_to_force_own	6.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_missile_damage_tmb_horsemen	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_speed_tmb_horsemen_necropolis	general_to_force_own	12.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_chariot_warsphinx	general_to_force_own	12.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_melee_attack_tmb_chariot_warsphinx	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_necrosphinx_scorpion_stalker	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	general_to_force_own	8.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_melee_defence_tmb_ushabti_titan	general_to_force_own	6.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_missile_damage_tmb_ushabti	general_to_force_own	9.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_melee_defence_tmb_ushabti_bow	general_to_force_own	5.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_missile_damage_tmb_casket_of_souls	general_to_force_own	15.0000
land_encounters_trait_battlefield_tok_tmb_1	wh2_dlc09_effect_force_stat_missile_damage_tmb_archers_stalker	general_to_force_own	12.0000
land_encounters_trait_battlefield_kha_tmb_1	wh2_main_effect_force_stat_melee_attack_in_desert	general_to_force_own	8.0000
land_encounters_trait_battlefield_kha_tmb_1	wh2_dlc09_effect_ability_enable_desertstrike	character_to_character_own	1.0000
land_encounters_trait_battlefield_kha_tmb_1	wh2_dlc09_effect_ability_enable_reanimate_upgraded	character_to_character_own	1.0000
land_encounters_trait_battlefield_kha_tmb_1	wh_main_effect_character_stat_magic_resistance	character_to_character_own	15.0000
land_encounters_trait_battlefield_kha_tmb_1	wh2_dlc09_effect_ability_enable_curse	character_to_character_own	1.0000
land_encounters_trait_battlefield_kha_tmb_1	wh2_dlc09_effect_force_stat_physical_resistance_tmb_skeletons	general_to_force_own	10.0000
